questionText,answerText
"It takes me a long time to fall asleep; I’d estimate about two hours. I often have nightmares, starting with being eaten by a monster, and I often wake up frightened and unable to breathe. I believe I started losing sleep after breaking up with a girlfriend of 8 years. Also, my father’s business went bankrupt and my mother has a chronic condition. I was under a lot of stress, and life lost meaning. After improving my life and developing a habit of running and exercise to release stress, my symptoms improved. However in the past couple months, I started losing sleep again and having nightmares without warning. How can I solve this issue?","You’re noticing that as you lie down to go to sleep, there
is quite a bit going on, which may be anxiety related. It sounds like the
dreams and difficulty sleeping are reminiscent of previous experiences you had
around the time of your break up, the difficulty with your father’s business,
and your mother’s health issues. These connections to past events may be
important insights to continue exploring in addition to finding out more about
what your dreams may be trying to tell you. There is no exact science to
dreams, but many people find it fruitful to explore the content as it relates to
significant themes in their lives. I think that exploring these issues further with
a therapist could help you resolve whatever is causing you the stress, trouble sleeping, and frightening dreams."
"It takes me a long time to fall asleep; I’d estimate about two hours. I often have nightmares, starting with being eaten by a monster, and I often wake up frightened and unable to breathe. I believe I started losing sleep after breaking up with a girlfriend of 8 years. Also, my father’s business went bankrupt and my mother has a chronic condition. I was under a lot of stress, and life lost meaning. After improving my life and developing a habit of running and exercise to release stress, my symptoms improved. However in the past couple months, I started losing sleep again and having nightmares without warning. How can I solve this issue?","First of all, exercise is always beneficial for your physical and emotional health. That's great that you have added this in your routine. Have you also considered altering your diet? Certain foods are linked with poor sleep. For example, alcohol, caffeine, nicotine and high fat content foods do not bode well with quality sleep, especially right before bed time.  On the other hand, warm milk and foods high in carbohydrates have actually shown to positively impact sleep.Additionally, at bed time it's important to keep your room dim, cool and without distractions (i.e. TV, IPad, Phone). Stick to a sleep routine and avoid any activities close to bed time that demand a lot of attention and energy.As far as your nightmares, there could be many causes contributing to them. Certain foods (many of the ones mentioned) or medications could be the culprit. Doing a bit of research into the ones you are consuming may help you eliminate the offender. You may also benefit from talk therapy with a qualified therapist to discuss any underlying issues you are experiencing. Oftentimes, depression and anxiety can manifest themselves during sleep, causing nightmares. Finally, Yoga has shown to be very beneficial for quality sleep. There are many instructional videos available that can introduce you to the practice if you'd rather not join a class right away. Best of luck to you and I sincerely hope you are able to catch up on some well deserved Z's!"
Sometimes 3 times a night.,"Perhaps more dreaming means that you are making use of your mind to solve problems.  I find that change states, while sometimes difficult, are very exciting.  They give you opportunity to grow more rapidly.  So I say: ""congratulations!""  ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)"
Sometimes 3 times a night.,Dreams are our chance to make sense of our waking lives.If you've got a lot going on in your life then your dreams are your assistants in understanding these happenings and dynamics.
Sometimes 3 times a night.,"As a depth therapist (aka ""psychodynamic practitioner""), I do a lot of dream work with clients; and they gain great insights from our explorations.We remember dreams, I believe, because dreams are messages (always in code) from the unconscious, communicating the crux of unresolved conflict between who we are and who we think we are supposed to be. You might be remembering so many dreams because your conscious mind is ready to hear these messages...and make some internal changes in response.Write them down! You'll be glad you did. A broad cross-section of these these messages will help your therapist help you interpret the meanings of these communications from you to you, and possibly chart your best path forward toward to resolve the cause of psychological symptoms you might be experiencing."
Sometimes 3 times a night.,"That's a difficult question to answer. Dreaming is a normal (and healthy) part of the sleep cycle. The current thought is that we all generally
experience roughly the same number of dreams - the difference often is just
whether we remember the dreams or not.An increase in the number or frequency of distressing dreams
(or nightmares) can be a symptom of stress, anxiety, or PTSD.  If the dreams are disturbing to you, talking to a local
counselor could help. If the dreams themselves
are not troubling, you may just be remembering them more than most people do."
"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?","If you connect with your therapist and can say whatever you want to say and not be judged. If you feel like things, situations, your outlook are shifting for you."
"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?","Y'know, to see a man you've loved and care for pass on must make ya' want to cry and weep a bunch, don't it?And, may I say to you that... (as I've long since said)... if you need to mourn, take about a week or so and mourn like your life depended on it.  I mean, get to weeping, gnashing, moaning, crying, solemnness, and reflection.And then, after about a week or so, reflect on the man as if he were a well-beloved traveler... sent off on a wondrous journey that will consume and encapsulate his entire awareness... and...Rather than expression vibrations of fatigue, sadness, and anger, send him the finest recollections and images you have of him, and regard him fondly...For, I think you will realize that the dead are not gone forever, but are actually extraordinarily active... and when he sees what you express out from within yourself, he experiences it himself (probably more than you know); so, why not send the very best you have out to him :)"
"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?","I am sorry for your loss. I understand the difficulty of needing help and not having financial resources. In some areas, you can dial 211 and find resources in the area that may be free of cost or low cost. In addition, often hospitals and community centers, churches, etc. have support groups. These are often free and many include grief and loss issues. Finally, there are some therapists who work on sliding scales and even sometimes offer pro bono sessions for clients. Hopefully some of these leads work out for you so that you can get the support that you need."
"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?","Losing someone you love, someone who has been there from your very first days, is really hard.  Look for a local hospice support organization in your community - grief groups and counseling are often available through these centers.  Don't just tough it out and wait for your sadness to fade.  Your grandfather would not want that for you.  Take extra good care of yourself and get some support"
"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?",Your local hospice will have grief support groups and free community counseling available with bereavement counselors who are expects with grief and loss.
"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?","Hello,I'm very sorry to hear about the loss of your grandpa. My suggestion would be to look into community mental health agencies in your area. Sometimes they can offer low-fee counseling. You can also check the hospitals in your area because they may offer free or low-fee bereavement support groups, which can be very helpful. Lastly, you may want to look into reading some books about grief as they can help you understand the general effects of grief and feel comforted that you are not alone. Lastly, some therapists offer sliding scale, or reduced fee so it doesn't hurt to call some local therapists to see if they offer could offer a very low-fee. I hope this helps! Please take good care of yourself. Grief is so difficult but please know the pain will ease up over time. Warmly,Angela Topcu, MFT"
"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?",I am so sorry to hear about your loss. He must have been very special to you and it definitely makes sense that you are having a hard time with it. Counseling may be an option if you have a university near you with a graduate marriage and family therapist program. Graduate students provide counseling at a very low cost as part of their traineeship.  Here is an example... http://www.clucounseling.org/.  Another possibility is a support group for bereavement and loss. Many are free. I wish you the best towards healing your heart.
"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?","I'm sorry you lost your grandpa.  Some things that may help you through this tough time are to journal or write about special memories you have of your grandpa.  You could also journal about your feelings of loss and how you miss him.  Another thing that might help is to talk with a friend or family member.  Sharing special memories of the person you lost can help you to grieve.If you would like to pursue counseling I would suggest doing an internet search for grief groups in your area.  Sometimes hospitals or hospice centers will offer them for free or low cost.  You can also do an internet search for non-profit counseling clinics in your area.  Many cities and towns will have a non-profit clinic that can provide low cost counseling, it might be worth checking into."
"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?","I'm sorry your grandpa died.Good for you to write on this site about wanting help to know how best to live with this new loss.Have you looked online for blogs and forums about adjusting to a recent death?  That you know you'd like another person to help you adjust, is a good sign of your own mental health stability.It is possible that reading online blogs and discussion forums, writing on these if you feel like doing so, and possibly joining a local free support group, will be all you need to feel better.There is no set timeline in grief.   Let yourself take as much time as you feel is best for you."
My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying?,"It's good to know you are reminiscing about good memories.  The sadness and crying is normal when you are missing a loved one.  You are noticing that grief changes, it doesn't just stop.  You have recognized that there will be moments in life that you will want to have shared with your brother and grandma and it just seems unfair that you cannot.  I often find that when someone is stuck in the place you are, it is a result of unfinished business and in your case, it appears, unfinished futures.  A professional versed in grieving and it's intricacies, can guide you to navigate through this and lessen the intensity that you experience.  As life goes on, there will be many moments that you will have wished they were present, but those moments do not have to bring you such intense emotion.  Seek some help, you won't regret it."
My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying?,"Because you're sad and miss the relationship you had w grandma and your brother.The academic point that grief takes a different length of time to lift for each person, is true.Also, from a spiritual perspective, your grandma and brother are still here in loving relation to you, just not in physical body.  Pay attention if you have a sense of talking to them within your mind.  This may lessen your feeling of loss.When you're done crying about missing them, your grief will simply disappear on its own!  It cannot be forced to leave."
"Last year, I just always felt hopeless. I don't have a great relationship with my sister. I lost my mother recently, and that really added to my sadness. My sister always brings up how I was never close to my mother.","I am so sorry about your loss.  Losing someone you love is always difficult, however, losing a mother is a significant loss in a daughters life.  What makes this loss complicated is that it appears you have also had a loss in your relationship with your sister.  It is difficult to know what happened with your sister with the limited information you have provided, but what I suspect is that there are some unresolved issues between the two of you and that she may be projecting her pain on to you.  It is important to remember that your sister is also grieving the loss of your mother and may not be dealing with it in a very healthy way.  By her bringing up your relationship with your mother and suggesting that you were ""never close"" to her is her opinion.  Only you can define and determine what your relationship was like with your mother.  If there is truth to this, then it may be something you may need to talk about with a counselor.   There could be an added layer of ambiguous loss in that you are not only grieving her physical absence, but could be grieving the loss of a relationship you wish you could have had with her and the realization that you never will.  You and your sister are both in the heart of the grieving cycle.  When two people are grieving the same loss at the same time, it is difficult to provide support to each other because of their own struggle, even if they both were on good terms with each other.  Depression is part of the cycle of grief.  It is absolutely normal to feel sad, as well as experiencing other depressive symptoms (i.e., feelings of isolation, lack of motivation, low energy, sleep or appetite changes, etc.).  Anger is another phase of the grief cycle.  Your sister may be stuck in the anger phase, not wanting to connect with her own feelings of sadness, so this may be why she is being hurtful towards you, in projecting her anger onto you in order to avoid the vulnerability of experiencing her own grief.Finally, it appears that your depression proceeded the loss of your mother and is making your experience with grief more complicated.  Were you officially diagnosed and treated for depression prior to your loss?  Depression in grief is different than a depressive mood disorder.  Depression can be situational (i.e., triggered by an event) or related to genetics, undiagnosed health issues, stress, trauma or other potential risk factors.  If you have a family history of depression, you are more susceptible to have depression.  It would be wise for you to discuss this with a mental health provider, and if necessary, get treatment through counseling and medical interventions."
"Last year, I just always felt hopeless. I don't have a great relationship with my sister. I lost my mother recently, and that really added to my sadness. My sister always brings up how I was never close to my mother.","Wow what a painful journey you have been in for a long time. Death and grief bring up so many painful reminders of relationships--what they could have been, never were, and what was lost. With death of a family member the family often falls apart for a while... or longer. I hope you can find some support for you and your pain that was occurring before your mom's passing. I also hope you can find someone to help you set boundaries with your sister so you can have your time (as long as you need) to heal from losing your mom and then later figure out how to interact with your sister."
The past always feels much brighter and more beautiful than my present. Everything about what's gone feels so amazing; almost like I'm high off nostalgia. But in the end it just makes me feel sadder knowing that all of the memories (and a close friend that left me) are gone forever. How do I move past that and live more in the present?,Do some self-reflecting as to what areas of your life you'd currently like to develop.The good news is you know how happiness feels.That you were able to create situations and dynamics which produced happiness in your life is good motivation to believe happiness is possible and to try new ways to create this in your life.
"I spent my whole life taking care of my dad, but left because of his verbally abusive behavior. I was the only one that helped with his health issues. I feel if I hadn't left he might still be alive. I need help dealing with my grief and guilty conscience.","I see such a sharp contrast between your question and your first sentence. Do you see it? ""I feel guilty about my father's death"", and ""I spent my WHOLE LIFE taking care of my dad."" Wow. After everyone else had left him to his misery, you hung in there. He is so lucky to have had you there. You didn't have to do that. I have a hunch that your dad blamed you for a lot of things. Abusive people do that a lot; they make you believe things are your fault when they're not. You did the opposite of what you fear you did. You didn't contribute to your dad's death; your selfless care gave him a longer life...better health. In the end, no one's love and care could save him. No one could fault you for deciding you had had enough at some point. I would never expect anyone to keep putting themselves in a hurting place over and over again. But this is what you did. You did it for him, and you did it so you wouldn't feel guilty. But you feel guilty anyway, right?...so putting yourself in that position was only worth it if you allow your loving acts to melt away the guilt. Can you tell yourself ""It's okay that I had to take care of myself too.""... ""I gave up a lot for my dad; I have nothing to feel guilty about"".Putting yourself last for your dad was a loving thing to do. And... my hope is that you can also find different ways to help yourself feel ""good enough"" in this world, and a balance between caring for others and caring for yourself.  :)"
"My wife is trying to leave. She agreed to come back and give me a little time. Even said she hopes I can do it. We buried our first born in Jan 13 years ago. She never got past it. So every year around this time, she gets emotional and says she doesn't think she loves me, but then we go back to normal. This time, another guy came in and showed her attention. I'll forgive the cheating if she'll come home.","I'm sorry that you lost your first born child.  Death of a child always leaves a permanent reminder to the parents of a very painful time in their lives.The good news is your awareness that you and your wife are not connected in a satisfying way.There are many possible areas to examine in your relationship as partners and as parents.If what you write here are your observations and theories about your wife's outlook and conclusions, then the first step is to directly have conversations together on the topics you write here.What needs clarifying is what her reasons are for wanting to leave the marriage.Often, a crisis such as a child's death, motivates someone to look deeply into other intimate relationships.  Keep in mind that looking deeply doesn't necessarily mean leaving the marriage.Also, be aware of your own frustrations and marital discontent.  Be ready to talk about your feelings and uncertainties.There is no such thing as one happy partner in a marriage and one unhappy partner.   Each person is part of a system and can only be as satisfied as their partner.The conversations that open relationship hurts and disappointments, hold a lot of emotion.  They are difficult to keep on track.Best recommendation is to find a couples therapist who will be neutral to each of you as individuals, and help both of you examine the true health of the relationship."
I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps.,"I am so sorry to hear of your boyfriend's passing. Grief is something that can take a long time to recover from. Have you considered speaking with a grief counselor? Being able to speak with someone that specializes in grief would be very beneficial. Do not get down on yourself for not recovering quickly. This is one of the hardest aspects to deal with in life but eventually you will be able to move forward. In the mean time, immerse yourself with positivity (i.e. Good friends, hobbies, exercise) and try to schedule a time with a counselor. Perhaps there will be a support group you could also join. Oftentimes, it is comforting to meet others who share the same experience as you.Good luck to you. I hope you will find peace and comfort soon."
What can I do to stop grieving my mother’s death? When I am awake I just cry every day. I don't have anyone to talk to. I need help; I am still cry over her. Will I ever stop crying? It’s been 3 years.,"I am sorry that you lost your mother. That is a really hard thing for someone to go through.There is really no set time for grief to be over, but I agree that if it has been three years and you are still crying every day then this is past the time for normal grief. I do not know how old you are and if you are in school or have a job, but I would imagine that if by now you literally were doing nothing but crying every day all day, someone would have noticed and would have gotten you some help. For one thing, bills have to be paid.There are typically five stages of grief and they can come in any order. You can go back to another stage that you previously experienced. Denial, anger, bargaining, depression, and acceptance are the stages. At first, people are usually in denial over the fact that they lose someone or are losing someone. This may mean that you deny they are ill or deny that they have actually died.Then comes bargaining, in which you may beg God that if you can only have this person back then you will do whatever. Depression is when the reality has settled in and when we cry and really feel the loss. It sounds like you are stuck in this phase.Finally, acceptance is when we accept that it has happened and we pick up the pieces of our life and move on.When we lose someone we never forget them. We may always have certain days that are tough, such as holidays or any special remembrance of your loved one. But we do get to the place where we accept that death is part of life and that it is inevitable, and that life goes on.A therapist can help you explore the reasons for your extended grief and can help you with coping skills to better deal with it. One suggestion I have is not to try to run from the sad feelings, don’t try to not feel them. Embrace the feelings. Let the feelings wash over you and accept them. Trying not to feel something is not going to help. Sadness is a part of life and needs to be felt just like happiness does. Unpleasant feelings are not to be avoided.I am sincerely sorry that you lost your mother and that you have had such a hard time of it for three years now. You deserve to be happy and to live a full life. I am sure your mother would not want you being sad for so long. I wish you all the best as you continue to try to heal from this loss and deal with your grief."
"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?","Hello, I commend you for your courage in taking a look at the role alcohol has in your life. It sounds like you're concerned about what happens when you drink too much and I suspect you already know the answer to your question about whether you have a problem or not. I imagine you would like to stop feeling guilty and would like to avoid cheating on your boyfriend or other negative consequences and maybe have a fear of being or becoming an ""addict"" or ""alcoholic."" You might have a ""problem"" but that does not necessarily mean that you are an addict. I don't have information to know if ""addiction"" or ""dependence"" or other words would best describe where you are with drinking, but it sounds like it's begun to have some negatives, so forgive me using words like addict, dependence and so on. I mean it more as a road map than a diagnosis. The feedback I'm writing here is very general and doesn't address physical dependence and many other factors that might apply to your situation.  One of the ways to think about substance (mis)use is to think of addiction as a disease of avoidance. Let me repeat that: it is a disease of avoidance. Your ultimate task in living a balanced life is to figure out what you're avoiding and develop other ways to manage those feelings, experiences, and so on. And of course, along the way, you may want to look at triggers, situations, biological vulnerability, social pressures, coping skills, relapse prevention planning and so on. Depending on where you are in your drinking, you might very well benefit from expertise and support. Remember also that alcohol depresses our central nervous system and disinhibits us. That means that alcohol is often a substance of choice to relax, destress, calm down, etc. Also, it allows feelings, thoughts, and behaviors that we usually inhibit to be expressed. If you were unfaithful and often angry, that's your first signpost. For angry drinkers, it is often true that you don't drink and then get angry, you drink in order to express anger. I recommend you find someone you can speak frankly with, who is knowledgeable about addiction. Wishing you the best health and wellness."
"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?","The short answer is yes - if you feel 'really guilty after a night of drinking', then you probably have a problem. What you could do is visit this website by the National Institutes of Health: http://rethinkingdrinking.niaaa.nih.gov/How-much-is-too-much/  There you will find information on how many drinks is too much, and the general answer for women is more than seven drinks in a week. There is also a quiz you can take anonymously that will help you determine if your drinking is a problem. The good news is that you can get help for substance abuse through counseling, self-help programs, or alcoholics anonymous."
"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?","Guilt is a narcissistic, self-indulgent focus on me, me, me; it's best not to keep it in negative light;What does that mean?  Well, it stems from mankind having an animal nature, and a spiritual nature;In most societies today, the animal nature is looked down upon, seen as egregious and something to be put away;If I may say to you, it is necessary and important (if you wish to end an experience called ""guilt"") to NOT regard your animal nature as negative, but to accept that you have it, and acknowledge it;The more openly a man or woman acknowledges they're animal-side, the quicker one may subdue it;Try giving your animal nature a name, and talk to it like a cute pet... ""Oh, hey, there, Snorky!  Oh, what's that?  You want to be a wealthy, famous Hollywood idol?  Oh, really!  Agaiiiiiiin, Snorky!  Geez, you're impossible!  Ain't you just the cutest thing!"""
"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",I offer that getting a professional assessment is in order to look at your relationship with alcohol.
"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",Speaking with a licensed therapist will help you figure out if indeed you have a problem or not.  I would say the first question you should ask yourself is why you are drinking? The second would be why you feel the need to drink in excess? It may be due to a life event or the crowd you are running with.  Either way a therapist will be able to help you through this as you already made the first step in admitting you are having a difficult time.
"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?","Usually when someone asks if they have a problem, they believe they do have a problem!The first step is to understand your own theory and definition as to what problem you feel you have.  Some possibilities are feeling unhappy in the relationship to your boyfriend, not having enough discussion between the two of you, not feeling cared about by your boyfriend, not liking your boyfriend.Did you grow up in a family in which the grownups drank to the point of excess at the times they felt stressed?Family modeling of how to handle problems may have left you no knowing how to handle stress except to drink to excess.Ask yourself what it is you feel guilty of doing?The guilt may point you in a good direction if it is your sense of self-esteem telling you to find better ways of managing your life.Do you drink alone or together with friends?Try defining your specific reasons for drinking because this is the first step to know how to handle the situation differently."
"Or how to send him somewhere that can help him, something like The Baker Act.","More information would be needed for me to accurately answer this question, such as your age, whether you live with your dad or not, and what other family members live in the household. Something like this, alcoholism, is a whole family disease. In other words, family members often unknowingly contribute to the alcoholism and enable the alcoholic to continue the destructive behavior.First of all, you can’t make your dad do anything, and constantly nagging him or begging him to stop is just going to make him defensive and make this worse. Nobody can change another person. What you can do is change how you react to him and the things that you and other family members do for him. Research codependency. There’s a great book called Codependent No More. There are a lot of articles on the internet that you can read. In short, you have to stop enabling him. Like I said, you cannot control him, but you can control yourself. This means do not buy his alcohol. Do not make it easy for him to get. Don’t loan him the car keys or pay any household bills for him. Don’t call in sick to work for him or make excuses for him in any way. Do not bail him out of jail when he gets arrested. He needs to be responsible for himself. This may mean losing his job or losing his driver’s license. This may mean that he loses his family if he doesn’t stop. What you and your family can do is set boundaries about what you will put up with. It is his choice to drink, but it is your choice to put up with the behaviors of his drinking. A lot of people go into rehab because their spouse said if they don’t then they are getting a divorce.If you are an adult and you don’t live with your dad, then the best thing you can do for him is STOP doing things for him. If you are a child who lives at home with him, then this could be a case for child protective services. In my state this is called DHS. A report is made to this organization for child abuse or neglect. Substance abuse in the home qualifies. Of course, alcohol is legal and when consumed in moderation, there is no problems. The problem will be the result of his alcohol consumption. Does he drive with children in the car while intoxicated? Is he left to care for minors while in an intoxicated state? Are there any domestic violence issues due to his drinking? This could be a reason for the authorities to step in. You can look for a local meeting for family members of alcoholics. They are similar to the AA meetings that an alcoholic should go to, but are for the family members. They can help you."
"Or how to send him somewhere that can help him, something like The Baker Act.",Your dad needs to be aware that he has a problem and be willing to make some changes in order for him to be motivated to stop.  Often times individuals will be forced to stop when they were not ready.  Remember we can not ever make someone do something they do not want to do.  There needs to be at least a little willingness on the other party to make some changes.  I would encourage you to reach out to your family or other loved ones and have a conversation with your dad regarding your concerns.
"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","Hi. Good for you in planning ahead to do what's healthiest for your baby (and yourself). That's a great first step! It's also good that you are able to identify that it's not always a physical need that's driving the addiction.For the next steps, I would suggest trying to figure out when the psychological cravings for a cigarette occur. The psychological (or mental) cravings are usually based out of habit, such as having a cigarette after a meal. And if you're consciously trying to quit, you'll find the craving starts with simply thinking about having a cigarette, then usually moves on to thinking about how good it made you feel, etc., etc. Well, if I'm on a diet and I continue to let myself think about the ice cream sitting in the freezer, eventually I'll give in and eat it.You're going to have thoughts about smoking a cigarette. That's normal and, for the most part, out of your control. But you choose whether or not to CONTINUE thinking and dwelling about it after that initial thought. That's what you would have to work on changing. When you have that initial thought, acknowledge it (""Ok, I kind of want a cigarette now.""), but then change the thoughts that typically follow. Distract yourself, think about something else, do something else, whatever it takes to get your mind off of that cigarette.I've suggested to clients before that they should plan these scenarios out ahead of time so they already know what they're going to do when the time comes. Write down when you usually have the craving for a cigarette and then write down new thoughts or things to do to get your mind off of it. Eventually, it will become easier and easier to brush off that initial thought until you no longer have it.Best of luck, and you have a really great motivator to quit - your baby!"
"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","First off, I would like to congratulate you on making the decision to stop smoking.  The next thing I want to share is that there are so many different ways to kick the habit. Some people find solace in groups, while others prefer to see a counselor about this individually. Remember, that the crux of addiction is feeling one way and using a substance or thing to feel a different way.  My suggestion is to find an addiction counselor and create an individualized plan together to help you stop smoking . Your chances of stopping smoking are much higher when you have professional support and a plan to work on outside of your sessions."
"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","While smoking can be incredibly difficult to quit doing, it's not impossible, so the first thing to NOT lose is hope. And certainly planning to have a baby can be exactly the catalyst that one needs to motivate to complete this sort of task. But, as I said, it still won't be easy, even with the motivation there.There is a definite physical component, but it's great that you can acknowledge the psychological addiction that exists. It would be helpful to dive into what that psychological need actually is, as it can vary from person to person (whereas the physical addiction doesn't as much, and therefor can be helped through gums and patches and inhalers, etc.) Exploring and getting to the root of the psychological need can help you to determine what is going on for you psychologically, and how else you can meet those needs of yours, perhaps in much healthier and more adaptive ways, that also help you to feel really good about yourself. While replacement is not always advocated, having psychological needs is not something to be ashamed of, but rather nurtured."
"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","It's very admirable that you are trying to stop smoking for the sake of your health and your child's health.  The mental aspect of quitting a drug can and usually is the hardest part.  First, it can be helpful to change the focus of your thinking so you are focusing on the healthy behaviors you will start/improve rather than only focusing on the behavior that you are trying to stop.  The reason for this is that our brains hear the main topic of our thoughts.  That is, when you tell yourself ""quit smoking, quit smoking, quit smoking"", your brain hears ""smoking, smoking, smoking"".  So we need to put together a self-care plan that addresses your thinking, emotions, and behaviors (nutrition, physical activity, and other stress reducing activities).  The idea is to have an effective plan in place to both prevent yourself from feeling intense stress (which increases cravings) and to have a well-placed plan for when the intense cravings inevitably present themselves.  And lastly, and possibly the most important; You have to believe you deserve to be the healthiest version of yourself.  Think about the times when you are most vulnerable to smoke (stressful situations, after meals, when drinking, social situations, etc.).  The use of affirmations is also an important resource as what we say to ourselves effects our mood.  Repeatedly telling yourself ""i am healthy, ""i am getting healthier, ""my lungs are becoming clear and healthy"" or other affirmations like this.  Even if you don't believe them at first, continue saying them.  This step is important to improve cognitive flexibility which trains your brain to be open to change.  Think about activities that you like to do or that you would like to try and replace smoking with those activities.  Any activity that can make you laugh (time with friends, watching comedies, etc.) will evoke a calming response because when we feel happy, we typically don't feel stressed out simultaneously."
"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","Breaking any habit is no easy feat.   Cutting down or cutting out cigarettes is very challenging, and there aren't any one size fits all solutions.  Fortunately, there are a lot of tricks and tools that you can use to stop smoking.  1. Many habits that we have are paired habits. If we do one thing, then we will do the other thing.  Think about the activities that you do when smoking and try to pair those activities with another activity other than smoking.  For instance, many people smoke while they drive.  Consider planning another activity to do while driving. (It might not be driving for you, but you get the idea! :)).  It might be taking a walk instead of smoking on your break at work.  2.  Create distance between you and the habit you are trying to break.  This approach could be used in a variety of different ways.  If you smoke first thing in the morning, consider leaving your cigarettes in a different room in your home.  Walking the extra couple of feet could help you decide not to smoke.   Leave your credit or debit cards at home and carry less emergency cash than a pack of cigarettes.  With this strategy, you are trying to create some distance between you the cigarettes so that you have to jump through extra hoops to get them.  3.  Consider cutting back before cutting out.  If you are smoking 10 cigarettes a day, try smoking 9. Then cut back to 8 and so on.  Having a plan to reduce harm may be more sustainable than cutting things out altogether. 4.  You could also talk to your doctor about the safety of nicotine patches. If you aren't already pregnant, this could be a great resource to help boost your success.  5. Focus on what you are gaining instead of what you are loosing. You may be losing cigarettes, but you are gaining money, health, taste buds, an increased sense of smell, lung capacity, a healthy baby etc.  You could plan small rewards/ treats with the money you save from decreasing cigarette purchases.  I recommend making these purchases small and frequent to keep up the momentum rather than waiting for a big payout a couple of months down the road.  Good luck! Cutting out cigarettes will be good for you and your baby."
