questionText,answerText
"We are the legal guardianship of our grandson. He has been acting out, and he wants to talk to his mom that has not talked to him since before last year. How are we to handle this?","Hi Boone, This depends a lot on his age and the situation. The younger the child is, in general, the more I would see this as your decision, not his. A child of any age should be listened to carefully about these matters, but just because a child has unresolved issues about a parent doesn't necessarily mean that having contact is a good solution. Some questions... Was the parent harmful to the child? Is the parent likely to be harmful to the child? How likely is it to be a positive experience? Do you have any contact with the parent? You may want to speak with the parent first to determine whether they are in a stable enough place to allow this to happen.  I would start by asking the child more about what is on his mind. What does he want to get out of a visit with the parent? Is it to see them and know the parent is okay, to get an apology, to apologize for a perceived hurt, to have regular contact, to find out if they are loved...? What does he hope mom or dad might do or say in the visit? There are many possible goals this child might have in mind. This will give you a sense of what's missing for the child; what need are they trying to fill. Once you know the need, try to determine the likelihood of that need being met successfully through contact.Once you determine the risk of the child's need not being met, then you decide whether it makes sense.  The older the child, the more able they are to determine this with you or for themselves. There are other options than a face-to-face. He can write to his mom or dad, text or email. It's likely that the child is looking for a sense that he is loved, wanted, worth some effort. When a child is separated from a parent, they tend to blame themselves. Whether he sees the parent or not, he will need extra love, attention and support than a child who has two loving, present parents. I wish him the best and I'm grateful for the love and support you continue to give your grandson. You're very special!"
"I am divorced and happily remarried. Our blended family of children are in their 20s. My youngest, age 20, continues to call me crazy and favors her dad. He was abusive to me, and I left with injuries. He never wanted kids, and I did. He paid child support only through forced wage earners. Now my daughters favor him after all the sacrifices I made for them the past 15 years as a single mom. I don’t deny them a relationship with their dad, but to be called crazy and then watch them hang out with him hurts me to the very core. I’m not sure how to handle this.","Hi Arkansas, Your situation sounds like a case of parental alienation. Your ex-partner unfortunately has the power to say things to your children that poison their relationship with you. It's a form of woman abuse and child abuse. He's likely doing this to hurt you and have power over you, and he's not considering how it's affecting the kids. I've seen this happen in many families; parents who once had a strong loving relationship with their children suddenly feel abandoned in favor of the other parent. In some cases, children actually stop having contact with one parent, who is left bewildered and powerless. It's your ex's job to support your relationship with your kids, not try to destroy it. While you can't change his behaviours, and I think you know that, there are things you can do for yourself and your kids. For your children, you can refuse to enter into the war he's setting up. He's trying to provoke you into acting ""crazy"", but you don't have to fall for this. If you run around screaming ""he's lying!"", it only makes you look more 'crazy'. Try to stay calm, and don't put their dad down to them, no matter how tempting it is. One day, they may be ready to hear the truth of your relationship with their father, but wait until they ask. Trust that they have their own experience of their dad, and trust that he doesn't have the power to destroy their love for you. Children, in the long term, lose respect for parents who denigrate the other parent. They see who their dad is already, I'd bet, but they don't know how to cope with that. If he's the only one fighting a war, you're helping them feel less trapped in a parental conflict. Don't engage on his level. Don't blame your children completely. Although I have to say that for them to call you names like crazy is not acceptable and you don't need to tolerate that disrespect, try to deal with this behaviour without bringing their dad into it. They are acting out their father's agenda, likely because they instinctively see his weakness. Children often support the weaker parent, rather than abandon them. You get the worst because they trust your love. But you can still have boundaries. Letting them abuse you isn't the answer, but have compassion for their position. This picture isn't their fault, but as adults, they can be held accountable for their choices.Reassure yourself that you are the mom you know you are. You don't need them to gush all over you in order to know that you made sacrifices. Hold onto the likelihood that some day, they will come back and be grateful. It may take a while, you can't rush it, but they will see you for who you are. Your power is in giving them a consistently calm, generous, connected, supportive mom who refuses to play games or be walked on. I'd recommend trying to connect with other parents who experience this phenomenon, or a therapist who can reinforce these goals and help keep you grounded. Good luck!"
"I am divorced and happily remarried. Our blended family of children are in their 20s. My youngest, age 20, continues to call me crazy and favors her dad. He was abusive to me, and I left with injuries. He never wanted kids, and I did. He paid child support only through forced wage earners. Now my daughters favor him after all the sacrifices I made for them the past 15 years as a single mom. I don’t deny them a relationship with their dad, but to be called crazy and then watch them hang out with him hurts me to the very core. I’m not sure how to handle this.","Hi, I understand what you're going through. Your daughters favor him because he has done no wrong in their eyes. Im guessing they lived with you? Growing up I was the same way.. I favoured my dad, thinking he has done no wrong. He also abused my mother multiple times, and that never came to mind. kids like their other parent more mainly because they don't see them everyday, and they usually buy them everything they want, because all he does it pay child support (by force) and then spoil their kids to make them happy. You seem like a great mom, don't doubt yourself."
"I am divorced and happily remarried. Our blended family of children are in their 20s. My youngest, age 20, continues to call me crazy and favors her dad. He was abusive to me, and I left with injuries. He never wanted kids, and I did. He paid child support only through forced wage earners. Now my daughters favor him after all the sacrifices I made for them the past 15 years as a single mom. I don’t deny them a relationship with their dad, but to be called crazy and then watch them hang out with him hurts me to the very core. I’m not sure how to handle this.","It sounds really difficult to know that your daughter may be ""choosing"" her dad over you, perhaps I can help by saying her intense emotional reactions towards you actually acknowledge how much safer and connected she feels towards you. We tend to have big emotions around those we care for most. I would suggest to let her know how hard it is to hear that, and sad it make you feel at times, and that this is hard for everyone. Expressing your feelings to here, will allow her to express hers too."
"We live with my ex-partner’s sister and her husband. We have been there for five years now. They are Hispanic and talk to my daughter in their language. Sometimes they overstep their balance between aunt and uncle and reach into my role as a parent. They neglect to see this. I do, and it reflects in my child's behavior. She sees them as stable but is upset that her dad isn't here, and my intuition tells me she blames me to a degree because she doesn't know about his alcohol addictions.","Hi New York, I'm happy to hear that your daughter doesn't know about her dad's addictions. Although you don't say how old she is, and I imagine that at some point in her life she will be ready to know the truth, I trust your instinct that now is not the time. Your ability to have clear boundaries about what is adult conversation and what is suitable for a child to know are really important here, and I can tell you're being appropriately protective and a thoughtful parent. As much as this helps your daughter, I sense that you also know you can't take away the emotional pain that comes from having an absent parent. Children tend to blame themselves for a parent's absence. These children need extra love and support wherever they can get it.You say that you feel like there is a wedge between you and your daughter. I understand that having your ex partner's relatives in the same home would make it uncomfortable at times. It is very important to establish boundaries; only you should parent your daughter, but it's also natural for people to want to assist you. Let's trust that their intentions are good, if there is no evidence to the contrary. As much as they support you, they also  have emotional ties to your daughter's father. While there is potential for discomfort in this complex situation, there are also many positive factors here that I invite you to see.I don't know what your culture is, but for your daughter to have the opportunity to preserve her father's heritage language and a relationship with his family are potentially wonderful additions to her life. In general, the more adults around loving and supporting a child, the better. It could be that you are feeling threatened by small moments where there appears to be a special connection between your daughter and her father's family. Nothing anyone else does can take your daughter's love from you. My hope for you is that you can feel so secure in your own position as loving mother that you will not feel intimidated by other positive connections your daughter has. They are potentially wonderful connections, and she deserves your support in maintaining those relationships if they don't harm her.I suggest that the most important alliances to work on here are between you and your ex's family. If you could all give your daughter the gift of a healthy, united supportive and loving safety net for her...that's the best outcome of all."
"My brother just broke up with his girlfriend. While they were dating for the past two years, her son spent the weekends with me and my mother. Now she doesn't think her son should have any interaction with us. How should we approach the situation? Is she doing the right thing for her child?","Hi Tampa, I get that this is a loss for all of you; you have bonded with this child as a result of the significant time you have spent with him. He's a lucky boy to have had you all taking care of him. Certainly, it seems that his mother might not be making the best decision for her son; if you are willing to maintain the relationship, it would be good for him to still have that contact. In my book, the more people loving a child, the better. But, ultimately, she has the right to make these decisions. To oppose her won't likely do any good. You can focus on grieving this relationship and supporting your brother through his loss as well."
"My mother-in-law is mentally ill. She has been for most of her life. She cuts herself. She has been in and out of psychiatric hospitals for about 40 years. She has voices in her head that tell her to cut herself. She has had multiple shock therapy treatments, and she’s on enough medication to take down an elephant. Her parental rights for her two children were taken away from her when my husband was a boy—he is now in his late 30s. She doesn’t even have custody of herself. She hasn’t asked yet, but she has been insinuating that she wants to babysit my child. How do I go about saying no without creating an issue?","Hi Fontana,Thanks for providing all the details needed in order to respond to your question. It seems very clear to me that ""no"" would be the appropriate response. I like your healthy boundaries, and I'll help you explore possible ways to respond to her. First, she hasn't asked yet, and you don't know that she will. Right now, you can pleasantly ignore her hints. They're not hurting you and if you ignore them, they're more likely to go away. You can address and reduce your own anxiety about the possibility of her asking by reassuring yourself that you have the right as parents to make this decision, and that if she's offended, that doesn't mean that you're being mean; it means that she has unrealistic expectations. So, the first goal is to put it out of your mind as a worry. You might never have to face that moment. But, I understand that you want to be prepared.As her son, perhaps your husband is the best one to answer the question, should it ever come. Is he willing to do this? But if you are comfortable, and if you're the one she asks, you can confidently give her a simple, honest response about why it won't happen. And I would suggest presenting a firmly closed door, rather than saying ""but maybe later"". No need to apologize or hum and haw...""We love that you want to be around Junior, and we definitely want you in his/her life. (try to leave out the ""but"" here). You're not in a healthy place, and we're not comfortable with you caring for him/her on your own.""If she pushes the issue, this is evidence of her denial or inappropriate boundaries. I'd let her know that it's not negotiable, that you understand if she's disappointed, but you're not open to discussing the issue. Really, there's nothing to discuss. Learning not to take responsibility for her emotions is part of having an ill person in your life. I wish you the best."
"My daughter didn't see her biological father for the last three years. She doesn’t want to see him because she remember really bad things from him such as domestic violence and child abuse. The visitation is with supervision, but she refuses to see him. Is it better to take my daughter to the therapist and try to see him after the therapy?","Has the father or the visitation supervisor contacted you regarding why your daughter hasn't shown up for the past three years' worth of supervised visitation?Or is the supervised visitation a new development for the bio dad and your daughter?If no one is pressuring or expecting your daughter to show up, no one has even asked where she is, why she isn't present, then I don't see any reason for you to offer more effort by your daughter, than the father is willing to make for seeing her.If your daughter is willing to talk with a therapist, then let her find out first hand if the sessions seem useful or not.The one move I'd avoid is to force your daughter to go to a therapist since growing up in a household in which child abuse took place, being forced may remind her of her own feelings from this past, of feeling no one heard or cared about the way she wanted to be treated."
"My daughter didn't see her biological father for the last three years. She doesn’t want to see him because she remember really bad things from him such as domestic violence and child abuse. The visitation is with supervision, but she refuses to see him. Is it better to take my daughter to the therapist and try to see him after the therapy?","Hi Dillon,I'm from Canada, so I don't know the laws in your state. It depends on that a good deal, perhaps. In my opinion, a child should never be forced into a situation where they feel unsafe, even if it is ""supervised"". If the child is old enough to make a strong statement about not wanting to see a parent, then this should be honoured. Unfortunately, the laws don't always uphold a parent's right to do what is best for their child. I recommend you see a lawyer, who will advise you about how to proceed without putting yourself at risk of breaching custody agreements.If you feel your daughter can benefit from therapy, that is a separate question. Or is she already in therapy? A family therapist will typically meet with you alone first, in order to determine if therapy is a wise move for your child. It isn't always appropriate."
"My fiancé and I have been in a relationship for two years. We have an infant son. My fiancé also has a child from a previous relationship. We do not live together. I live with my mother currently while I get on my feet, and he's living with some friends. My mother and I have an awful relationship that is completely unbearable most of the time. We cannot even stand to be around one another while living in the same house. She has made it clear that she wants me gone. Recently, I was talking to my father who lives in a different state. My father and I have always had a good relationship. I explained to him the situation I am in with my mother, and he said he would like for me, my fiancé, and our son to come live with him and his wife. I would really love to go. I do not want my son to be in this environment with constant arguing and negativity any longer. There is nowhere else for me to stay while remaining in this state. The problem is my fiancé is refusing to move away with me because he does not want to leave behind his other child. He and his child's mother have a horrible relationship, and she would absolutely not be willing to let him visit if we moved away. I believe I would be doing what is best for my child by moving away, but I do not want to leave without my fiancé. I have already explained the situation to him, and he will not give in. Do I continue to stay in this negative environment with my child and keep our family together? Do I move away with my child and have my relationship end? I do not want to take him out of either of his kids’ lives. What do I do?","Hi Bethlehem,You have a big decision to make.  I appreciate your fiancé's need to stay close to his child and be a stand-up dad, and I am glad that you know your son needs an emotionally safe place.I'm a bit confused, because the obvious answer seems to be that you and your fiancé would get your own place together. I get that you want your dad to take care of all of you, but maybe it's time to take responsibility for your own future and start building it independently of either parent. I say that without knowing how old you are, but if you have a child and a two year relationship, you basically have declared your independence anyway.  I wish you the best."
"Just wondering if this is a deviant act, and if I should be concerned for him. He isn’t quite 10.","Well it's certainly unusual, and potentially could be cause for alarm. It's a passive aggressive act if done intentionally, so I would wonder if this child is trying to say something.I think without any context, however, or sense of whether there are other signs of disturbance, it's impossible to say what's going on. If there are other signs of distress or very unusual behaviours, you might bring the child to someone who can assess him properly."
"My boyfriend has a child he gets every other weekend. He goes to see her twice a week or more. Every time she leaves, he gets into these funks like when his mom died. When she’s here, she’s disrespectful, and his answer is “Well, I don’t know what to tell you.” She swears and talks back, and he laughs. He and her mom have been apart for three years, and he blames her behavior on that and her being so young. We never have adult time when she’s not here. She’s the ""golden child,"" and he won’t listen to anyone.","Hi Lockport, Building a relationship when there are already children involved is very tricky. You don't tell us whether you live together or not. If you do, your position is perhaps more difficult, because his daughter's behaviours affect you; you live in the home. A bottom line for me is you don't tell someone else how to parent. That's for your boyfriend to decide. When he's there, he's the parent, and he makes the decisions about how she is disciplined (or not). Even if you have good ideas or you completely disagree, or you think you see something that he's not seeing, it's simply not for you to interfere there. It sounds like your boyfriend is struggling emotionally and needs support. He has had a lot of losses in his life and maybe every time his daughter leaves he feels powerless and abandoned. Do you talk about these things? Can you find that line of supporting him but not telling him what to do?Although I suggest you leave the parenting to him, what you can do is tell him what you see, offer suggestions if he's open to it, and talk about the ways in which the situation affects you. It makes sense to say ""I see you struggling and I don't know how to help"", ""I've noticed that you seem afraid to discipline her. Are you aware that it's coming across this way? Do you need help?"", or ""I feel sad and frustrated when we don't spend any time alone together."" You sound a bit resentful of his daughter. Is it possible that your real struggle is about whether you're ready to be in a relationship with a man whose priority is his child?You have a voice, and it's great to offer support and ideas and let him know how you feel. Ultimately, however, you are wise to accept this man as who he is and accept the situation for what it is, and make your own decision about whether you want to be a part of it. :)"
"My ex-husband told my two adolescents that Santa doesn't exist on the day before Christmas. They are desperate to hold on to the magic of Christmas, but I don't know if it's right for me to lie to them and tell them that Santa is real. I don't want to let them down and make them lose out on those memories, but I also don't want to lose their trust.","Well Boise, the cat's out of the bag now, isn't it? I love that you want to help your kids keep the magic of Christmas. They must want that too if they still believe in Santa into their teen years, which is unusual, I believe. I wonder if they had already figured it out anyway?But they know now, and your ex had the right to tell them if he felt it was best. So it's time to explain to them what a loving and magical thing it is that parents do, and Christmas can still be magical in so many ways. Really, who says they have to stop believing in Santa? Santa is very real as a spirit of surprise, generosity and love."
"For the last year, my adolescent son and daughter have been driving me nuts with fighting. I'm at my wits end. How can I get them to stop and get along?","That is a good question. Unfortunately there is no generic answer with this one. Kids fight for different reasons - wanting attention, wanting respect, feeling jealous, wanting space and to be left alone, or a whole bunch of other reasons. Regardless of the underlying motivations for fighting, most conflicts result from misunderstandings and assumptions about the motivations of others and one of the best ways to start figuring out what is going on is to sit them down and have some conversations with them. These conversations should be centred on getting a better understanding of why they are angry with each other and really understanding them. It is important that they each know that you are committed to understanding their experience rather than simply sitting them down and lecturing them about what they are doing wrong. The more they are able to understand each other and feel understood the more likely they will be cooperative and considerate of each other. One exercise for doing this that can be very helpful is ""active listening"" where one person speaks and the other person reflects back what they heard the other person say and then checks for understanding. This is hard to do but it often illuminates where the misunderstandings and assumptions are. If this doesn't work it may be time to get a family therapist or counsellor involved who can help facilitate dialogue and resolve conflict."
"My toddler is having a real hard time with toilet training. He almost throws up every time he sees his poop. He gags and will not go on the toilet. We have tried a toilet chair and ring that goes on the big-boy toilet, but he refuses to use it. When he sits on the toilet, he just sits there forever and only will pee. He holds the poop in until he get up and then will poop in his diaper. I dump his diaper in the toilet and let him know that it is where it goes to try to encourage him. How can I help him get over this fear and passed the stress?","Your son is showing signs that he's just not ready to be toilet trained. You don't say how old he is, so I'm not sure whether the problem is deeper, but right his fears may reflect that right now he is simply be not ready to take that step. Pushing him at this point could worsen the problem, so I suggest pulling back the expectations, waiting a month or two, looking for more signs of readiness and trying again. In general, teaching children to use the toilet works best when ""mistakes"" are handled calmly and when parents pay close attention to cues that the child is responding positively."
"I’m a senior high school student. I’m also five months pregnant. I got pregnant by my boyfriend of three years. My parents don’t want us to communicate with each other. He can’t even come to visit my gynecologist. My mom goes to attend all of my doctor’s appointments. She’s supportive of me. I wish, though, that my boyfriend was next to me and be able to see his daughter on a sonogram, at the very least. My family does not understand that he deserves that much. I cry all the time because I feel lost and hopeless.
 I need guidance and I believe that you can give it to me. Am I wrong for wanting him around? Are they right for keeping him away from the appointments and not letting us communicate with each other even though we are the parents? I do everything that they ask of me. I just want him to be around. When I ask my parents to let him be here, they call me a selfish person. Please help me.","You're not wrong for wanting to be with your boyfriend of three years who is also the biological father of your child.Do your parents object to you and your boyfriend continuing to see each other in person?  Or, do they object only to electronic communication and don't want him involved in his child's life? Ask your parents what their reason is for forbidding you to communicate with your boyfriend.  Ask them also to understand your point of view.Now is also a good time for you and your boyfriend to plan whether and where you will live as a family and how to financially and emotionally support one another once your baby is born.Your mom and dad are definitely making fatherhood difficult for your boyfriend and motherhood stressful for you.Consider bringing up the topic during your next obgyn visit.  Your doctor may ask your mom to explain her reasons and address these.Look online for women's resources to see if there are clinics or agencies that would help you advocate for your position in this matter.Good luck with the remainder of your pregnancy, labor and delivery!"
"Tonight, my husband seemed to put our son down through an incorrect approach. His approach was perfectly wrong. I found myself defending my son. I told him that what he did was not the way to encourage our son.
 Instead of watching my husband’s harsh behavior I decided to sit beside my son and, together, we worked on his science assignment in order to encourage him to study. My husband got upset and he was swearing at me. He threatened me. I knew that he was not joking. His words scared me a lot!","I have had these many cases, but in situations like this.... If it does get out of hand, the police do need to be involved. Sit down and talk to your husband when he is calm and collective."
"She was raised by her abusive father and his wife. 30 years ago I shot and killed my rapist and was convicted in Louisiana. I lost custody of my daughter and served 5 years. When I was released, she was 5 and didn't remember me. Many many sad memories came from my having to leave her visit after visit, having to leave her in Texas to travel back to Louisiana. She doesn't remember that. I do. Over the years, I thought we had developed a close mother daughter relationship. She gave me good reason to doubt that on several occasions but especially last year. I have been cruel to her verbally and to my son who I met years after giving him up for adoption. Last night, I was angry at the world and afraid of God. I drank and cussed out a maintenance worker for not doing his job 4 months running. Now I'm not only feeling guilty for that but afraid of being evicted now. Help.","Was either parent abusive or violent toward you?You sound to have suffered emotionally in your relationships since early in life.One point to consider is to strive for moderation in what you offer in relationships.A lot of what you've lived through is extreme, either as victim or perpetrator.If you imagine that apologizing to the custodian for the way spoke to him, would calm him down, do so.At the very least, you'll be actively resolving your guilt over cussing at him, and fear of his retaliation."
I regret ever hurting her and they mean the world to me. But it feels like nothing I do seem to work. I'll always love them no matter what and when I'm with them nothing else matters. I love them more then anything. I don't want another guy raising my kids.,"How you you expressed your regret and taken responsibility for the pain thus far? Repair is a very essential skill in and part of developing healthy relationships. Your love sounds deep, sit with that. Also sit with how she's been hurt. You get to feel your hurt too and your kids. In feeling all this you may also find our way to the repair. If feeling all this is tough to take on, seek out a local therapist to support your process."
"What makes my step child, an 8 year old boy, choke my daughter, a 6 year old girl? This has been going on for 4 years. The boy tells my daughter not to tell on him. He knows it's wrong; we have did time out, spanking, taking away toys, and sitting on the wall. I am afraid for my daughters safety!","I can see why you are alarmed. That is a scary situation for a parent. Do you know if the child has been evaluated by a mental health professional? Early treatment is often the key. A professional will be able to help the child learn how to control their anger and mend the troublesome actions into more appropriate responses. Have you addressed your concerns with the child's other parent? There could be contributing factors in his life that could be causing these issues (exposure to violence, sexual/physical abuse, drug use, stressful events in his life, etc.). It is important that these factors are identified so that they can either be eliminated and/or reduced. I wouldn't hesitate to have him evaluated (if he hasn't been already) and to ensure that he is getting the help that he needs whether it be medication and/or therapy. Until then, I would make sure that he is always supervised under an adult's care."
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","It is challenging to see one's parents age and to cope with the new demands.  Your mom means a lot to you, and that is why you get easily frustrated.  I'm guessing that it is not that she is making you do work or that her expectations are non-important to you because if that were the case, you would not feel any guilt.  Accepting the new stage will help you cope with the changes.  Take a deep breath every time you feel frustrated and think of the good times you shared with your mom before her getting Alzheimer's.  Remember that your mom as she was is no longer and that she has reverted to a more delicate phase.  Also, schedule time for yourself and do things that help you relax.  Caretaking of an elderly parent can take a toll on you, and it is essential to incorporate self-care.  Finally, look for an Alzheimer's support group in your area that will help you connect with other people going through the same thing.  You are a good daughter, and your mom is lucky to have you in her life.Sincerely, Mirella~Image and Likeness Counseling"
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","There is some great advice here that can really help, but you need some direct support.  Please find a caregiver support organization, a grief group and an individual therapist to help you during this trying time.  Your mom may not know what she is saying, or mean the awful things she says, but that doesn't make it hurt less.  Please take care of yourself and gt some help!"
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","It's a good question man, and it must be terrible to see your mother in the state she's in.Understand that Alzheimer's is due to under-performing function of kidneys, adrenals, and connective tissue strengtheners; all of which may be corrected with appropriate protocols that are inexpensive and generally simple to follow.Imagine it like a flower that is not fed properly:  A once, beautifully blossom flower APPEARS to be wilting, but it's life-force, spirit, and essence remain fully there and present.  And your mom hears you.Let's clean her out, and see her smile return."
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","Make sure that you continue to treat your Mom with respect. However, you also need to make sure that you have time away from her so that the stress of caring for her doesn't overwhelm you. Balance is the key!"
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","You have the answer already. It is not your mom's fault. Always remember that in spite of the disease, that human being you call mom is still there. To cope with the feelings of frustration, anger, and guilt, practice accepting what is at this time. Bring peace to these feelings and commit to move on to provide your mom love. If you can, use mindfulness meditation to stay focus and calm your brain."
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","It is very difficult to move from being the child to be the care giver as in your situation. Your mother's behavior as you describe it is a part of this disease. As the disease progresses and she is less aware of the present including her surroundings and who she is speaking to. Your response of anger and frustration are understandable. It is also a part of the grief process as you see you mother slipping away mentally. In the moment that you feel the anger step away, take some deep breathes and give yourself time to calm down. Then return to whatever you were doing with her. Caregivers of Alzheimer's patients need a lot of support themselves. There are support groups  as well as respite services available in many areas that will help you understand the process that each of you is going through. You can get more information about Alzheimer's disease and local resources by going to www.alz.org"
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","When you feel the frustration and anger building inside you have that be a trigger for you to remember a feeling that you want to experience instead of anger, frustration and guilt, for example understanding. Then say that word to yourself as you take deep breaths. But know that this is normal for caregivers/family members to have these reactions because it is also an emotional roller coaster for you. Even though it is normal it is still good to try to respond differentyl and I commend you for doing that. You also may want to look for a Caregiver Support group which will help you hear from others who also respond this way."
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","Let me first say that I am sorry you are going through this. Yes, this is a symptom of an ugly disease, but that does not make experiencing it any easier. If your mother was a sweet and understanding lady, I am sure this change in personality feels awful! On the other hand, if your relationship with her has always been difficult this can definitely open up old wounds and anger. I have walked alongside many families as they care for a loved one with Alzheimer's disease. It is unfortunately common to see mothers become cruel and mean toward their daughters. In your case, it sounds like she is not directing her anger at just you. While this may feel less personal, I am sure it makes finding supportive care for her very difficult. I have several quick tips that might help you cope with this situation. 1. Stay tuned in to your level of anger and frustration. If you can limit the amount of time you or anyone else is with your mother you can limit the caregiver burnout. It is completely NORMAL to feel what you are feeling!! However, these are the feelings that can lead to acting out and abuse when not acknowledged. It doesn't sound like this is the case for you, but healthy boundaries and exercising respite will help with your feelings of guilt as well. So, rotate care as much as possible.2. If you find yourself arguing with your mom, STOP. Don't worry, we have all been there before. No need to feel guilty, but this only serves to agitate someone. None of us enjoys being wrong and getting into an argument. For those of us who are able to logically engage with others, sometimes this type of interaction is necessary. Alzheimer's disease has robbed your mother of her logic, therefore arguing with her will only make matters worse. Try redirecting her instead. For tips on how to do this check out Teepa Snow (teepasnow.com)3. Take care of yourself and seek support. Support groups and counseling are a great way to tend to your needs during this long journey. Caregiving can be overwhelming, lonely and heartbreaking. You don't have to go through this alone. Check out Alz.org for support groups in your area."
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","From your initial description, I would say that your mother is ""Maloriented"". In this stage of Alzheimer's individuals tend to be blaming and difficult to deal with. They may often hide or throw things away and then blame family members for this. In addition, if they are incontinent, they may blame a leaky roof or something else when they are wet. You are correct that this is not her fault, but often for family members this does not make it any easier for you to cope. I strongly suggest that you learn communication strategies that will help you to communicate with your mother in a way that lets her work through the difficulties associated with the disease. I always suggest Validation techniques to family members.In addition, you need to give yourself some kind attention and take time out from your circumstances as needed. You need to be able to center yourself and come to acceptance that this is your mother's illness that is the problem, not her and certainly not you."
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","Yes, certainly your mom's difficulty in having meaningful conversations with people results from the Alzheimer's disease process which weakens her brain function.Feeling a sense of guilt in relation to a parent, is pretty common for everyone.This is because as little kids and babies, we had a strong reliance on a parent and believing every word they sad and wishing to follow each action they ask or demand, was for the benefit of our own survival.One way of coping with your feeling of guilt is to examine it.Ask what it is you're feeling guilty about?Chances are that your sense of guilt is less due to what you're currently saying or doing to help your mom.Very likely, your guilt feeling is awakening the sense of obligation that you and all of us feel toward a parent simply because parents seem to have unquestionable power when we are very young.After all, you're thoughtful enough to write a question, so chances are great that you're already actively involved in caring for your mom."
"My mother has Alzheimer's and I can see that she has lost some of her intellectual abilities. Even though I know this disease is not her fault, I’m still finding it difficult to separate my own feelings of disappointment and frustration when my mom seems to ignore my opinions and wishes, and seems","Good observation on your part, to distinguish that your feelings in relation to your mom are not necessarily connected to the way she handles her part of the relation toward you.Has your mom usually ignored your opinions and wishes in relating to you?If prior to the onset of Alzheimer's, she never examined her way of relating to you, and if both of you have never had an open conversation about your sense of feeling hurt by her attitudes and manner with you, then the relationship between you and your mom will change in ways other than rational dialogue.She may continue ignoring or overlooking your wishes because she's been stuck in this attitude for most of your life.The good news for you about this is realizing that who you are and your way of relating to your mom, has very little to do with the way she relates to you.This is a more profound disappointment because it shows that her disconnect from you has been for longer than when the Alzheimer's began.You can however, feel a little more free knowing that you're not deserving of being ignored."
"My mother has Alzheimer's and I can see that she has lost some of her intellectual abilities. Even though I know this disease is not her fault, I’m still finding it difficult to separate my own feelings of disappointment and frustration when my mom seems to ignore my opinions and wishes, and seems","There are many conflicting emotions and tasks that arise when one becomes a caretaker for their parent. Expressing positive emotions to her (i.e. ""Mom, I love and care for you, and enjoy our time together. I'm sorry I can't stay long""( may help re-frame your thoughts and have a fresh perspective on the situation. Additionally, Visual cues like pictures and notes can also be helpful for those who suffer from disorders like Alzheimer's and Dementia, as it offers a ""Trigger"" for memory, helping to ease the doors to communication. Finding support in other family members, or a therapist familiar with elder care issues may be helpful as well."
