user,bot
I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,"First of all, I am very sorry for your loss, and I can understand the urge to drink and smoke to try and cope. As I'm sure you understand, alcohol and marijuana may take the edge off of the pain in the short run, but in the long run they may prevent you from being able to work through the thoughts and feelings that you have about the loss of your friend. Grieving is a process that is unique to each individual and each relationship that may involve difficult, confusing, and even contradictory seeming thoughts and feelings and a competent therapist can help you work through this process. It also may be useful for you to add other ways of coping, such as taking care of yourself through exercise, doing healthy activities that you love, and spending time with people that you love. Self care is often most difficult when we need it the most. Thank you for reaching out."
I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,"I urge you to seek some therapeutic help for this, and also to connect with others who knew your friend, because they're likely feeling the same way. Suicide is difficult to understand, and those left behind have many mixed emotions that make their grief complicated and anguished. Your friend either had an impulse that no one could stop, or they made a big decision that impacted everyone around them. There are other things you can do to cope with this, and it has to do with accepting your powerlessness to stop it, not blaming yourself, forgiving your friend, and finding meaning in their life and yours. You won't find that meaning in a bottle or a joint. I hope you reach out soon. :)"
I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,"Suicide is a very traumatic loss and affects survivors significantly. Everyone deals with their grief in different ways. One way I recommend to deal with the loss of a loved one is to write letters to them. Some people like to keep the letters in a jar, maybe fill the jar with sand so the letters are buried. I recommend writing the letters as often as you need to. You will notice over time the need to write the letters will decrease and the intense feelings of loss will decrease. I also recommend finding a survivors support group in your area. You can find more information on www.afsp.org."
I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,"Let me begin by offering my condolences for your loss. I can understand how difficult this time maybe for you especially if you have several unanswered the questions due to the circumstances surrounding the death of your friend.  It's during this time, that you may experience the various stages of grief. This includes denial, anger, bargaining, depression and finally acceptance. In the bereavement process, there is so specific time frame or lengths of time for someone to work through each step. Its imperative to note  that one may express each stage with different levels of intensity. Also, the five stages do not necessarily occur in any specific order. We often move between stages before achieving a more peaceful acceptance of death. Just note that everyone greives differently, some internalize their feelings and emotions, others express it externally, while other avoid it all together.Coping with loss is ultimately a deeply personal and singular experience. Sometimes we feel that no one understands what we are feeling or going through, much less comprehend our emotional state of mind . What's important, is that you allow others to comfort you through the various stages. My recommendation is to allow yourself to go through the emotions and feel the grief. Avoiding or resisting may only delay the healing process. Reaching the acceptance stage of mourning is a gift not not everyone is awarded, but seeking the help of a Grief counselor may assist in deciphering your emotions and set you on a more positive path to achieve closer."
I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,"I'm so sorry to hear about your recent loss.  There is such a large feeling of uncertainty that befalls those of us left to sort through these emotions of such a loss, and it's never easy.  I think it's important to remember that there is no ""right"" or ""wrong"" way to deal with loss and the ""best way"" for you may not be the best way for someone else.  The fact that you are aware that you are smoking more marijuana and drinking more, and the fact that you can recognize that these may not be the best coping techniques, is a very good step towards giving yourself some better support at this time.  Marijuana and drinking are type of coping techniques that can numb us to our emotions, but they do not really help us to work through those emotions. When it comes to grief, often one of the most helpful ways to move through the phases of grief is to use your social supports; talk to your friends and family, see your mutual friends and commiserate with each other on the loss and the uncertainty.  The more we talk about our feelings, the more we are okay with them being ours. The more we express our loss, the better we become at accepting such a loss. In talking with your supports, you may also decide ways in which you may want to remember your friend; ways you can do so on a personal level (writing a poem, planting a tree, etc.) or ways you as a group can remember and memorialize them (a special day where you get together to share your memories, starting a charity, etc.) We never truly ""get over"" our losses, but we can learnt o accept the losses and what it means to us now...but that also takes time."
I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,First I am so sorry for your loss.  Most people go through the grieving process.  I would get a better understanding of what that process is.  Everyone has their own way of handling loss.  You are taking the first step in realizing that you are having a difficult time coping with it.  I would reach out to a therapist that has experience treatment patients with loss. I would also recognize that drinking and smoking are both substances that will not make depression or depressive thoughts any better.
"I have family issues, and my dad was both violent and a cheater.","Sorry that your growing up years in the family were so unsafe and painful.Everyone has family legacy patterns of behavior and ways of handling emotions, handed down to them simply by living.All of what any child observes and how they are treated within their family context, creates their foundational expectations of others.The best way of releasing yourself form hurtful interaction patterns is by being aware of your own feelings and intuition within close relationships.If you have a similar sense of hurt or that something is wrong, yet in a familiar way, then most likely you are in a relational pattern similar to the negative ones in your family of origin.This realization moment is your chance to more deeply see your own original trauma and try different ways of responding to these similar key situations.This type of work takes a lot of repeated effort because trauma is deep and childhood trauma is attached to loving ones parents.Expect slow progress and expect more than a few tears.If it feels overwhelming then a therapist for guidance and support would be very beneficial to the work you'd be doing within yourself.Sending lots of good luck!"
"I have family issues, and my dad was both violent and a cheater.","Hi New York, There's no way to keep your past from affecting your present and future, because it's a huge part of who we are. The GOOD news is, though, that the effect doesn't have to be negative. I'm met many people who have horrific pasts and it helps them know confidently, every day, what kind of person they want to be and what kind of world they want to live in, and it helps them make really great decisions. You can accept your past, integrate your traumas and move forward in a very different way. If you see negative ways in which your past affects you (and this is also common), you are wise to seek professional help. Without knowing more, it's impossible to give you a lot of direction here. Basically, our past creates emotional ""bruises"" that are touch on and triggered by present situations. But our reactions are often about more than just the present moment. I think you know that.I wish you the best as you sort it out."
"I have family issues, and my dad was both violent and a cheater.","I can imagine how incredibly difficult this must be for you. Having past traumatic experiences creap up on you without warning can be very scary and stressful. You may be suffering from symptoms related to post-traumatic stress disorder. Getting evaluated by a professional would be a good step to take next. By seeking treatment and having a therapist who you trust and can connect with, you will gain the ability to think about your experiences without it significantly interfering with your daily functioning. A therapist can also help you to develop new coping stragies to be used during recall of these experiences and help you to adopt healthy thought patterns. I would also recommend that you seek support from loved ones. Sometimes just talking about your experiences and associated feelings will alleviate some of the emotional troubles you are suffering from. Lastly, you may find meditation or mindfulness work to be of great benefit. Having the ability to live in the present moment should reduce the effects of your traumatic experiences interfering with recalling your past or looking forward to your future. I wish you all the best!"
"I have family issues, and my dad was both violent and a cheater.","In general, our past is always somewhat alive and does inform our present experiences.  All past experiences, both positive and negative are what have brought you where you are today, physically and emotionally.   That being said, your father's behavior does not have to define you or your future.  You have power over your life and your future.  By learning more about yourself, you can learn to incorporate your past into your present life, without being defined by past traumas.  The best way to grow and learn how to do this is to talk with someone about your experiences.  By talking about your past and present struggles with a trusted confidante or helping professional you will hopefully learn how to be at peace with your past."
"My dad beat and mentally abused me so badly that I can't function properly. Letting go of the past is important to moving on and getting better, but I’m terrified to get better because I don't even know who I am without the trauma. I've never gotten to be myself. I don't even know who I am.",I am so sorry to hear that you are struggling.  Getting to know yourself after a trauma (especially at the hands of a caregiver) and learning to trust yourself can feel terrifying.  I would encourage you to seek out a trauma therapist who can work with you slowly and at your pace.  You are not your trauma.  You are good and you are whole.  Please seek out the support of a therapist who sees that in you.
"My boyfriend and I have a terrible sex life after three years of dating, and I don't know what to do. I have this lingering fear of pain during sex after having two partners previously who weren't careful. How can I stop projecting this onto my current boyfriend?","Without knowing much about your situation, I would encourage you to seek out either a sex therapist who is trauma-informed or a trauma therapist who has knowledge about sexual concerns.  Even consensual sex can be experienced as an intrusion if a partner was not careful or insensitive to your pain.  It would be normal to have some difficulties with sex after such an incident."
"At a friend's house, we had some drinks and watched some television. He got up and went to bed. I felt sick. He came out to see if I was okay, and I said no. I said I wanted to go home, and he told me to come lay down. As I laid down on the bed, he started touching me. A friend called me, then I able to leave.",I am so sorry that this happened to you and am so glad that you were able to get away.  Your body is yours and yours alone.  I would highly recommend that you find a therapist who specializes in treating trauma in order to help you to heal from your ordeal.
"I was kidnapped at fourteen and raped at gunpoint. The guy got six months. When the same thing happened with two ""friends"" at nineteen, I didn't even report it.","Wow, I'm so sorry that this has happened to you.  My heart goes out to you.  Please find a therapist who specializes in working with PTSD.  Brainspotting, Internal Family Systems Therapy, and Somatic Experiencing are all highly effective therapies for complex interpersonal trauma.  If you are interested in reading about trauma from a compassionate and scientific perspective I highly recommend Bessel van der Kolk's The Body Keeps the Score."
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. But how do I stop the nightmares and flashbacks? It is creating a wall in my current relationship.","Ending an abusive relationship is often very difficult, especially if you were very close initially without the presence of abuse.  If the abuse included verbal or psychological condemnation, you will often have a negative self-image that you may ""know"" is not true but often feels very true. This negative self-image and fear of being abused again can activate protections in you that were needed at the time you were abused but now create a ""wall"" in your current relationship.  The fact that you were able to end the relationship and know that you made the right decision is a great acknowledgement that you have solid internal resources to draw upon in healing from the abuse.  Good for you!Nightmares and flashbacks are a strong sign of memories, including associated beliefs, emotions, and physical sensations, that have remained unprocessed and therefore unhealed.  There are likely reminders (called triggers) of the past abuse that are being activated in your current relationship that are allowing these unhealed memories to come to the surface and affect both your sleep and your waking experiences.  This is certainly not something you are purposefully doing but is the result of what happened to you.  However, you likely feel as if you are not in control.    The goal is protect your current relationship, evaluate your self-image for flaws in beliefs and feelings, and begin working on healing your memories of abuse. In many cases, my use of EMDR (Eye Movement Desensitization and Reprocessing) would be helpful in reducing the emotional strength of your abuse memories, reduce or eliminate triggers, bring healing, and allow you to enjoy being in the present with your current relationship.  I would recommend discussing with your current partner your harmful past experiences, your decision to pursue counseling, and your strong desire to be healthy for your current relationship.  With a good support network in place, healing is very possible."
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. But how do I stop the nightmares and flashbacks? It is creating a wall in my current relationship.","Thanks for sharing and asking for help.  You mention that you're the one who ended the relationship in the past, yet are haunted by nightmares and flashbacks. Your comments here lead me to wonder that you may have experienced some form of trauma in this past relationship; and, if so, I would encourage you to additionally consider the whole of your story-line as it relates to trauma. Doing so will serve you well for your own peace-of-mind especially so in your current relationship.  The best way to do all of this in a supportive fashion is to work with an experienced therapist who specializes in trauma-focused care. The therapist may, if indicated, wish to to incorporate EMDR (Eye Movement Desensitization and Reprocessing) which ""...is a psychotherapy that enables people to heal from the symptoms and emotional distress that are the result of disturbing life experiences.  Best wishes.Resource for Your Consideration: http://www.emdr.com/"
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. But how do I stop the nightmares and flashbacks? It is creating a wall in my current relationship.",It sounds like you have not had the opportunity to process through the trauma you have endured. It would help if you have the opportunity to speak with someone on a regular basis until the symptoms of your trauma have subsided.
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. But how do I stop the nightmares and flashbacks? It is creating a wall in my current relationship.","One thing you could try to do on your own is to focus on the partner who is in front of you now. If you are able to connect with them via touch or focusing on their tone of voice, that may help to center you. Tried to stay grounded and/or mindful. That is being aware of your position in the room, your feet on the floor, your hands in your lap, or your hips in the chair. Being mindful of the environment you are currently (for example, noticing what is around you) may be helpful. Try to use all your senses. For example, you could focus on hearing your husband's voice, feeling his hand in yours, being wrapped in your favorite blanket, seeing a comforting photo, using a comforting sense or candle, or tasting an apple that reminds you of times when you have enjoyed yourself in the kitchen.It also sounds like you are having a very specific reaction that could very well be related to trauma. I would recommend that you talk with a local mental health professional.Remember, just because it was the best decision of your life, that doesn't mean that what happened to you or in your presence automatically leaves you when you leave the relationship. Our brain is actually hardwired to remember things that have caused us pain or great emotional distress as a way of protecting us from them happening again. This is a very natural response and the reactions you have as far as nightmares and flashbacks are the past coming forward and your brain trying to make sense of it all."
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. But how do I stop the nightmares and flashbacks? It is creating a wall in my current relationship.",EMDR therapy has shown great results for work with PTSD symptoms which are similar to what you described. If you are unable to find a local EMDR specialist then I would suggest some meditation and journaling in addition to talk therapy to process your trauma. Your anxiety response centers int he brain are in hyper vigilance mode and retraining to turn down that response could be helpful for you.
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. But how do I stop the nightmares and flashbacks? It is creating a wall in my current relationship.","A lot of times when you're experiencing nightmares and flashbacks, it can be a sign that you haven't fully processed what happened. Our brains tend to replay scenes in our life that we wish had turned out differently or  in an effort to desensitize us to it.  If you are comfortable with it, you may want to consider sharing what you're experiencing with your current partner so that he is able to understand what's going on. Also, you may want to consider  what parts of your past relationship you blame yourself for. This can be a difficult task to undertake on your own, and the help of the therapist may be necessary to sort through the memories in a safe way.  Typically however, flashbacks and nightmares are a sign that the trauma  of what you went through needs to be addressed.  it's a great thing that you were able to have the courage to get out of that relationship and you should be proud of yourself for that.  You may want to  begin therapy to address these traumatic memories and help you to sort through any conflicting emotions you have about it (i.e.  Feeling like it's your fault for not recognizing the abuse or getting out of the relationship sooner, blaming yourself for being  "" The kind of person who gets into an abusive relationship "",  or believing that you somehow caused your ex to abuse you in some way.)  These types of beliefs and feelings can prevent us from moving past traumatic experiences and a trained therapist can certainly help you sort through them."
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. But how do I stop the nightmares and flashbacks? It is creating a wall in my current relationship.","From what you describe about yourself, I agree with you that ending your former relationship was a very wise decision.The nightmares and flashbacks show that you were deeply affected emotionally and on the foundations of your basic nature.The way for these to stop is by the slow process of realizing how badly injured and frightened you were of your former partner.Once you've stabilized yourself by accepting the tremendous harshness that was part of the former relationship, then the nightmares and flashbacks will disappear gradually usually, maybe all at once.There is a possibility too that your former relationship connected with being emotionally ignored, abandoned, treated harshly during your time of growing up years.Since generally people choose partners who relate similarly to the ways in which they felt treated by parents, it is possible that you had been badly treated while growing up and weren't aware of this until going through this terrible relationship.Congratulations on ending your relationship!"
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. But how do I stop the nightmares and flashbacks? It is creating a wall in my current relationship.","Your challenge is called ""co-dependency."" People seek approval from others in an obsessive way when they are failing to truly accept themselves. I encourage you to truly love yourself and know that you have every right to every sensation, emotion, thought, and inspiration that you may have. Best of luck on your journey."
"I was a victim of an incident. I've been made fun of and have been beating myself up for it because I don't feel anyone honestly believes me. There are so many other factors I deal with on a daily basis. I ignore my problems when I'm with my friends, but it’s scary when I’m alone.","As you seemed to have learned, the impact will not just ""go away"". Treatment of trauma is like surgery, it requires a skillful clinician to help resolve it. While you are contemplating getting help, you can focus on calming techniques like meditation and yoga. They will aid you when you begin the therapeutic process."
"I was a victim of an incident. I've been made fun of and have been beating myself up for it because I don't feel anyone honestly believes me. There are so many other factors I deal with on a daily basis. I ignore my problems when I'm with my friends, but it’s scary when I’m alone.","I'm glad you have some time when you're not thinking about your trauma when you're with your friends.As far as feeling scared when you are alone, I'm not sure if you are referring to having flashbacks or thoughts on what happened to you or reminders in the environment around you or something else.One thing that might help is to find a bead or a rock that is smooth that you can hold onto or rub against your hand or fingers. Think of a time when you felt safe, comfortable, happy – basically a positive and safe moment – while holding onto the rock. Then, when you have scary thoughts, you can hold on to the rock and remember the happier place. Try to associate as many happy and safe moments with the rock as you can."
"I know I was molested as a child, but I have no memory of it.","I'm not sure that I have the answer to your question, but I can tell you that it would be helpful to talk with a certified hypnotist. There are a list of them here: http://www.natboard.com/index_files/Page548.htm. You also may want to talk to someone who specializes in EMDR. This stands for Eye Movement Desensitization and Reprocessing and it is a specific trauma treatment. I am not trained in this particular method, but my understanding is that it does not require a lot of knowledge of the origin of the trauma before being started."
"I'm fine when we start becoming intimate, but out of nowhere, I will get a flashback of what happened to me in the past. I start hysterically crying and freaking out when my boyfriend obviously has done nothing to hurt me.","Have you sought the support of a therapist really qualified in working through sexual trauma? It can take some work, but healing is possible. If you feel able to, it may also help to open a dialogue with your boyfriend about what you need from him when you have these flashbacks. Let him know what some helpful responses may be."
"I'm fine when we start becoming intimate, but out of nowhere, I will get a flashback of what happened to me in the past. I start hysterically crying and freaking out when my boyfriend obviously has done nothing to hurt me.","Sexual intimacy can be very triggering for survivors even when it is both wanted and consensual.  You may want to consider seeing a therapist who specializes in trauma to work through the abuse if you have not already done so. Often times triggers still hold such a powerful effect when the emotions related to the abuse  have not been fully processed.  In the meantime, you may want to consider coming up with a Safe Word to let your partner know that you are being triggered or to communicate your physical boundaries to him.  Often times, the experience of communicating  your physical boundaries to your partner, having those boundaries respected and validated, and having a partner who is understanding and  willing to engage in intimacy in such a way that does not violate your physical boundaries  can reinforce a sense of safety with him."
"I have PTSD from childhood events and other traumas as an adult. I have panic attacks, nightmares, anger, and at times depression. I feel like I'm always on the edge or just apathetic. Can I fix this by myself?","When it comes to trauma, especially in the event that it has caused you to develop PTSD, there can be a lot of difficulty in attempting to resolve these issues on your own simply because of how strong your urge to avoid it whenever thoughts of the traumatic experience come up. PTSD is best treated with the help of a mental health professional and if using the Cognitive Processing Approach can be treated in as few as 17 weeks. As for your other concerns, many of these can be treated independently if you have the motivation to manage your way through. Panic attacks and depression, specifically, often respond well to self-help treatment manuals. The Centre for Clinical Interventions is a great online resource for workbooks to help you learn to manage the depression and panic attacks. Whether you decide to work through these concerns on your own or in professional therapy, just know that your panic attacks must be managed prior to addressing your trauma. Hope this is helpful and if you have any other questions don't hesitate to ask."
"I have PTSD from childhood events and other traumas as an adult. I have panic attacks, nightmares, anger, and at times depression. I feel like I'm always on the edge or just apathetic. Can I fix this by myself?",I will not say that you can't but I will say it will be much harder and the time may take much longer.  Getting help and having someone to be there with you through the ups and down of PTSD makes the journey much easier.
"As a child, my parents injured my brother, so they went to prison. I was there when he had gotten hurt, but I can't seem to remember. I also can't remember being with them quite well. It's a blur.","It's important to know that there are counselors who are trained in working with survivors of trauma and you can get help.  The ""blur"" in your memories is your brain's attempt to protect you from the experiences in your past.  To recover them can be a slow process done by a trained professional that you trust.  When you are ready and feel safe, those memories can be recovered and can be integrated with other memories.  This will help to lessen the potency of the memory, help to make sense of what has happened, and allow you to begin the healing process.  Check into therapist who are trained in EMDR (Eye Movement Desensitization and Reprocessing)."
"As a child, my parents injured my brother, so they went to prison. I was there when he had gotten hurt, but I can't seem to remember. I also can't remember being with them quite well. It's a blur.","Sorry to hear of having witnessed violence within your family when you were very young.Your blocked memories are a self-protection from the enormous emotional pain and feeling de-stabilized by realizing that the people whom you expected to trust, are harmful.Already you are at the first step, which is to know that memories exist about the disturbing events concerning your brother.Probably the best way of finding your way back to those times, is by paying attention to all of who you are today.The more intently and with loving interest you are able to notice yourself, you will be gradually dissolving the layers of protective thoughts about intimacy being unsafe.Basically, you will be teaching yourself how to slowly trust yourself.Since trust is what was violated while you were young, you will be developing a new model for trusting yourself and others.Then, more of the memories of your painful and overwhelming times will make themselves available to you.They are simply waiting for you to be strong and trusting enough within yourself, to tolerate them!"
"My suppose-to-be father told me to go find my real dad. We haven't been getting along since I was a teenager. If I said one thing that he thought was wrong, I always got degraded. He never said “I love you.” He never gave us hugs. He’s always called me horrible names. I feel he's an evil man with no feelings.","Hi Louisiana, You got it right...he's ""supposed to be"" your father. It's tough enough being adopted (unless I'm reading it wrong, I think you're adopted); what you don't need is to be verbally abused by someone who's supposed to love and protect you. I don't know how old you are (past teen years though), or where your mom is, but I bet there are other people in your life who treat you differently. It's your right to spend your time with the people who love you properly. That's a really important part of learning how to be happy...carefully choosing who's going to be in your life. It's tricky to put emotional distance between you and your supposed-to-be father, but it's possible...physical distance (avoid him if you don't trust you'll be treated with respect), and emotional distance (feeling less connected to and affected by his relationship disability). I think you're already doing that part because you don't blame yourself for his words, which is wonderful. I don't know if he's evil (although I believe evil exists), but he may be incapable of loving properly, or lacking empathy, as you suggest. A good therapist can support you in these goals. I wish you the best in your growth as an independent adult. :)"
My boyfriend is seeking therapy. He is in his 40s and has some childhood issues. He has kids from his previous ex-wife and is unable to see them.,"Probably the more important questions to answer concern how much confidence you have in you and your boyfriend becoming parents, how you each feel about the influence of his being banned from seeing his current children, and be clear about the circumstances that led up to the decision of him not being permitted to see his kids.Don't allow some random professional to pronounce your boyfriend as cured.  A relatively qualified therapist would never make this call.Psychological and emotional tensions emerge from our relationships within families.  You and your boyfriend are in a position to set a strong foundation for having children, assuming each of you wants children.Childhood issues, your boyfriend's, anyone's, are more likely to go away when new patterns of interacting emerge.If the two of you are engaged in setting a secure relationship as future parents, the disappointments and hurt from the very early years, will be replaced by better ways of interacting."
"An organization admitted to implanting thoughts in my head with technologies. The study was to implant a fantasy other people are having, but to me, it's a nightmare. I lost my kids, my job, and all that. I was an unwilling participant. I no longer trust a therapist. I'm too afraid to go under hypnosis or anything.","Given your experience of being imposed upon against your will, and all the personal and professional loss that has come since, your fear of what will happen if you undergo treatment and trust a therapist is understandable. There is no technique or pill that can guarantee these thoughts will go away or be reversed, however, there are things that you can do which may help you to change your relationship to the thoughts and to the distress that they cause. I understand that working with a therapist sounds risky, given your experiences, and at the same time a good therapist may be a beneficial resource in helping you deal with the intrusive thoughts, cope with and alleviate the stress that they create, and perhaps even lead to the alleviation of the thoughts themselves. A therapist may also be able to help you discover strategies to work towards any goals you have around reconnecting with your children and working again. If therapy feels too unsafe at the moment, I would recommend looking into workbooks on how to deal with intrusive thoughts and coping with stress. Some popular approaches that you may want to look into are mindfulness techniques, Acceptance and Commitment Therapy, or Cognitive Behavioral Therapy. You may even be able to find some of these resources at a library, if affordability is an obstacle."
I did some horrible sexual things as a kid and I regret everything. Can someone help me cope with myself? Can someone help me remember my past?,"I'm very sorry to hear this. Hypnosis can be a valuable tool that a trained therapist can use to bring back suppressed memories. However, keep in mind that hypnosis doesn't work for everyone. I think regardless, speaking with a therapist about your sexual issues would be beneficial. It seems like you have experienced some painful experiences in the past and may need help dealing with them in order to move forward. In addition, if past memories do resurface a trained therapist will be able to help you cope with them as they arise. I wish you the best of luck and I hope you receive the treatment that you deserve."
